Código,Nome,Tipo,Status,Data de criação,Latitude,Longitude
FLA0100.1,Fortaleza-CE,Rooftop,Ativo,2024-06-12 12:01:47,-3.738407,-38.490777
CUN0002,Camutanga - PE,Greenfield,Planejado,2024-06-25 11:51:55,-7.399414,-35.27691
CTS0010,"Poti, Crateús-CE",Greenfield,Cancelado,2024-08-08 13:55:49,-5.093309,-40.825306
GBI0007,"Contendas, Guarabira-PB",Greenfield,Cancelado,2024-08-08 14:07:23,-6.896142,-35.462301
JNE0001.1,Juazeiro do Norte-CE,Greenfield,Ativo,2024-08-15 12:01:10,-7.203749,-39.316829
CUR0005,"Aquiles Lisboa, Cururupu-MA",Greenfield,Ativo,2024-09-05 13:08:41,-1.724513,-44.79172
CXS0013,"Engenho D'água, Caxias-MA",Greenfield,Ativo,2024-09-05 13:10:34,-4.879698,-43.100079
ESS0002,"Jiquiri, Esperantinopolis-MA",Greenfield,Ativo,2024-09-05 13:11:39,-4.832583,-44.960222
GOH0001.1,Goianinha-RN,Greenfield,Ativo,2024-09-16 17:51:35,-6.265525,-35.211867
GIM0002,"Praia de Araoca, Guimaraes-MA",Greenfield,Ativo,2024-09-18 15:55:13,-2.052784,-44.502601
FLA0146.1,Fortaleza-CE,Greenfield,Ativo,2024-10-01 20:34:26,-3.71385,-38.472112
ICO0012,"Pedrinhas, Icó-CE",Greenfield,Cancelado,2024-11-14 11:35:21,-6.347839,-38.578565
IAU0016,"Barrocas, Iguatu-CE",Greenfield,Cancelado,2024-11-14 11:37:10,-6.249355,-39.074405
JAS0004,"Poço Grande, Jucás-CE",Greenfield,Cancelado,2024-11-14 20:25:45,-6.477653,-39.698139
CTS0016,"Santo André, Crateús-CE",Greenfield,Cancelado,2024-11-14 20:26:08,-5.487544218745336,-40.861667694766176
ITK0003,"São Gonçalo, Itatira-CE",Greenfield,Cancelado,2024-11-14 20:26:15,-4.67448478166578,-39.543470286480975
FORT0006,"Campestre, Fortim-CE",Greenfield,Cancelado,2024-11-26 17:17:45,-4.431272358023082,-37.86405430803512
GJO0002,"Serrinha, Granjeiro-CE",Greenfield,Cancelado,2024-12-12 19:54:33,-6.927697537329993,-39.25305633921516
CTS0006.1,"Queimadas, Crateús-CE",Greenfield,Cancelado,2024-12-30 12:57:42,-5.232415,-40.893377
ITK0003.1,"São Gonçalo, Itatira-CE",Greenfield,Cancelado,2025-01-06 12:40:31,-4.674417,-39.5435
GAL0002,"Agrovila do Pa Pirangi, Galinhos-RN",Greenfield,Cancelado,2025-01-07 19:54:39,-5.209479,-36.148344
JDR0004,"Tubibau, Jandaira-RN",Greenfield,Cancelado,2025-01-07 19:54:43,-5.256306,-36.157278
ITK0003.2,"São Gonçalo, Itatira-CE",Greenfield,Cancelado,2025-01-24 14:12:57,-4.675076,-39.541942
GSS0003,"Alagamar, Grossos-RN",Greenfield,Cancelado,2025-01-31 17:38:19,-4.934409,-37.169715
LVM0001,Lavras da Mangabeira-CE,Greenfield,Ativo,2023-07-24 19:27:28,-6.752103,-38.967142
JNE0020,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:12,-7.252667,-39.336139
JNE0022,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:16,-7.26498,-39.331639
JNE0025,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:20,-7.217667,-39.296333
JNE0026,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:26,-7.236528,-39.288111
JNE0028,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:31,-7.207583,-39.277139
JNE0031,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:36,-7.257833,-39.309472
LNT0001,Limoeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:42,-5.147903,-38.095298
LNT0002,Limoeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:46,-5.134806,-38.089056
LNT0003,Limoeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:51,-5.159639,-38.098083
LNT0004,Limoeiro do Norte-CE,Greenfield,Ativo,2023-08-07 16:47:57,-5.150583,-38.144167
JNE0016,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 17:26:07,-7.181361,-39.330222
JNE0018,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 17:26:12,-7.174083,-39.304222
JNE0019,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-07 17:26:16,-7.239333,-39.341222
PFR0003,Pau dos Ferros-RN,Greenfield,Ativo,2023-08-07 17:26:55,-6.126306,-38.205694
PEO0001,Pereiro-CE,Greenfield,Ativo,2023-08-07 17:26:59,-6.046389,-38.460917
MCW0009,Maracanaú-CE,Greenfield,Ativo,2023-08-07 19:56:10,-3.864306,-38.590139
MCW0012,Maracanaú-CE,Greenfield,Ativo,2023-08-07 19:56:15,-3.879889,-38.592028
MCW0014,Maracanaú-CE,Greenfield,Ativo,2023-08-07 19:56:20,-3.870472,-38.623417
MCW0018,Maracanaú-CE,Greenfield,Ativo,2023-08-07 19:56:26,-3.857444,-38.649472
MVA0001,Morada Nova-CE,Greenfield,Ativo,2023-08-07 19:57:41,-5.101064,-38.358065
MCW0008,Maracanaú-CE,Greenfield,Ativo,2023-08-16 20:02:04,-3.853353,-38.586291
MCW0013,Maracanaú-CE,Greenfield,Ativo,2023-08-16 20:33:54,-3.877615,-38.605125
MCW0016,Maracanaú-CE,Greenfield,Ativo,2023-08-16 20:33:57,-3.886492,-38.632065
MCW0015,Maracanaú-CE,Greenfield,Ativo,2023-08-17 12:50:29,-3.883608,-38.623341
MUE0002,Maranguape-CE,Greenfield,Ativo,2023-08-17 12:50:37,-3.880734,-38.674904
MUE0007,"Itapebussu, Maranguape-CE",Greenfield,Ativo,2023-08-17 12:50:41,-4.028184,-38.927965
JNE0015,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-18 13:18:50,-7.239775,-39.324107
MSS0002,Massapê-CE,Greenfield,Ativo,2023-08-18 13:59:47,-3.515559,-40.352417
NRU0001,Nova Russas-CE,Greenfield,Ativo,2023-08-18 13:59:54,-4.706448,-40.568018
OOS0002,Orós-CE,Greenfield,Ativo,2023-08-18 13:59:58,-6.250037,-38.916303
MASA0001,Major Sales-RN,Greenfield,Ativo,2023-08-18 14:00:14,-6.406023,-38.324085
MHW0001,Milhã-CE,Greenfield,Ativo,2023-08-18 14:00:18,-5.679206,-39.196474
LVM0003,"Quitaiús, Lavras da Mangabeira-CE",Greenfield,Ativo,2023-08-18 14:14:12,-6.87661,-39.09136
MCW0004,Maracanaú-CE,Greenfield,Ativo,2023-08-28 17:29:33,-3.837778,-38.592944
MCW0001,Maracanaú-CE,Greenfield,Ativo,2023-08-29 11:39:30,-3.817578,-38.631674
MCW0006,Maracanaú-CE,Greenfield,Ativo,2023-08-29 11:39:34,-3.855153,-38.556892
MCW0021,Maracanaú-CE,Greenfield,Ativo,2023-08-29 11:39:38,-3.878146,-38.613974
JNE0017,Juazeiro do Norte-CE,Rooftop,Ativo,2023-08-31 17:04:21,-7.251868,-39.324699
JNE0021,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:25,-7.248468,-39.347973
JNE0023,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:29,-7.24084,-39.30056
JNE0024,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:33,-7.231001,-39.298044
JNE0027,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:38,-7.226061,-39.277754
JNE0029,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:42,-7.265207,-39.254281
JNE0030,Juazeiro do Norte-CE,Greenfield,Ativo,2023-08-31 17:04:45,-7.252122,-39.293539
JNE0032,Juazeiro do Norte-CE,Rooftop,Ativo,2023-08-31 17:04:49,-7.240467,-39.31498
LNT0005,"Km 60, Limoeiro do Norte-CE",Greenfield,Cancelado,2023-09-11 20:52:55,-5.192681,-37.908136
JTU0001,Jucurutu-RN,Greenfield,Ativo,2023-09-12 11:04:50,-6.035146,-37.015774
JTU0002,Jucurutu-RN,Greenfield,Ativo,2023-09-12 11:04:56,-6.043514,-37.022681
MCU0001,Macau-RN,Greenfield,Ativo,2023-09-12 11:05:11,-5.113877,-36.634995
MCU0002,Macau-RN,Greenfield,Ativo,2023-09-12 11:05:15,-5.127253,-36.659336
MRO0039,Mossoro-RN,Greenfield,Ativo,2023-09-12 11:05:26,-5.122112,-37.328657
MTR0001,Messias Targino-RN,Greenfield,Ativo,2023-09-12 11:05:54,-6.079864,-37.514922
OAB0001,Olho-d'Agua do Borges-RN,Greenfield,Ativo,2023-09-12 11:06:17,-5.956839,-37.706836
MAC0001,Marco-CE,Greenfield,Ativo,2023-09-12 14:48:44,-3.120461,-40.15095
MAH0001,Missão Velha-CE,Greenfield,Ativo,2023-09-12 14:48:50,-7.248514,-39.140577
MAH0002,Missão Velha-CE,Greenfield,Ativo,2023-09-12 14:48:57,-7.244453,-39.162917
MBC0001,Mombaça-CE,Greenfield,Ativo,2023-09-12 14:49:08,-5.747306,-39.626639
MBC0002,Mombaça-CE,Greenfield,Ativo,2023-09-12 14:49:14,-5.753334,-39.63759
MCW0002,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:18,-3.831383,-38.625828
MCW0003,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:23,-3.831595,-38.606647
MCW0005,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:29,-3.841377,-38.580638
MCW0007,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:35,-3.861364,-38.575362
MCW0010,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:39,-3.857482,-38.604168
MCW0011,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:42,-3.846465,-38.614959
MCW0017,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:46,-3.860294,-38.635255
MCW0019,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:50,-3.847087,-38.655918
MCW0020,Maracanaú-CE,Greenfield,Ativo,2023-09-12 14:49:56,-3.844086,-38.641931
MDX0001,Madalena-CE,Greenfield,Ativo,2023-09-12 14:50:02,-4.849722,-39.574278
MGS0001,Milagres-CE,Greenfield,Ativo,2023-09-12 14:50:07,-7.309784,-38.94718
MNH0001,Morrinhos-CE,Greenfield,Ativo,2023-09-12 14:50:16,-3.229631,-40.12575
MOP0001,Martinópole-CE,Greenfield,Ativo,2023-09-12 14:50:24,-3.222723,-40.694447
MRT0001,Mauriti-CE,Greenfield,Ativo,2023-09-12 14:50:31,-7.383643,-38.771954
MRT0002,"São Sebastião/Santo Antônio, Mauriti-CE",Greenfield,Cancelado,2023-09-12 14:50:34,-7.294806,-38.797608
MSS0001,Massapê-CE,Greenfield,Ativo,2023-09-12 14:50:38,-3.523525,-40.34089
MUE0001,Maranguape-CE,Greenfield,Ativo,2023-09-12 14:50:43,-3.874226,-38.66696
MUE0003,Maranguape-CE,Greenfield,Ativo,2023-09-12 14:50:47,-3.893327,-38.685444
MUE0004,Maranguape-CE,Greenfield,Ativo,2023-09-12 14:50:51,-3.905189,-38.67806
MUE0005,Maranguape-CE,Greenfield,Ativo,2023-09-12 14:50:58,-3.915464,-38.691287
MUE0006,Maranguape-CE,Greenfield,Ativo,2023-09-12 14:51:06,-3.953467,-38.693503
MUM0001,Mucambo-CE,Greenfield,Ativo,2023-09-12 14:51:14,-3.905333,-40.7455
MUN0001,Mulungu-CE,Greenfield,Ativo,2023-09-12 14:51:18,-4.30125,-38.996583
MVA0004,Morada Nova-CE,Greenfield,Ativo,2023-09-12 14:51:22,-5.092631,-38.372368
MVA0005,"Aruaru, Morada Nova-CE",Greenfield,Cancelado,2023-09-12 14:51:26,-4.577409,-38.363935
NID0001,Nova Olinda-CE,Greenfield,Ativo,2023-09-12 14:51:31,-7.092844,-39.678753
NRU0002,Nova Russas-CE,Greenfield,Ativo,2023-09-12 14:51:36,-4.704332,-40.555828
OOS0001,Orós-CE,Greenfield,Ativo,2023-09-12 14:51:50,-6.243275,-38.915732
PDB0001,Pedra Branca-CE,Greenfield,Ativo,2023-09-12 14:52:00,-5.454401,-39.717678
PDJ0001,Pindoretama-CE,Greenfield,Ativo,2023-09-12 14:52:08,-4.026314,-38.30706
PDJ0002,Pindoretama-CE,Greenfield,Ativo,2023-09-12 14:52:12,-4.038352,-38.267936
PEO0004,Pereiro - CE,Greenfield,Ativo,2023-09-12 14:52:28,-6.179126,-38.503899
PFT0001,Penaforte-CE,Greenfield,Ativo,2023-09-12 14:52:47,-7.829244,-39.072152
PGX0001,Poranga - CE,Greenfield,Planejado,2023-09-12 14:52:53,-4.742168,-40.92773
PGY0001,Potengi-CE,Greenfield,Ativo,2023-09-12 14:52:59,-7.093025,-40.027079
JNE0034,Juazeiro do Norte-CE,Greenfield,Ativo,2023-09-12 16:19:10,-7.209922,-39.288392
JNE0033,Juazeiro do Norte-CE,Greenfield,Ativo,2023-10-18 14:07:32,-7.241212,-39.267097
MRO0031,Mossoro-RN,Greenfield,Ativo,2023-12-05 20:53:51,-5.238744,-37.322382
MRO0027,Mossoro-RN,Greenfield,Ativo,2023-12-08 12:12:57,-5.214031,-37.324182
MRO0003,Mossoro-RN,Greenfield,Ativo,2023-12-13 11:35:10,-5.198065,-37.352844
MRO0033,Mossoro-RN,Greenfield,Ativo,2023-12-14 11:13:26,-5.236667,-37.309605
MRO0019,Mossoro-RN,Greenfield,Ativo,2023-12-14 11:13:29,-5.156311,-37.356312
MRO0002,Mossoro-RN,Greenfield,Ativo,2023-12-14 11:13:32,-5.206403,-37.354344
MRO0037,Mossoro-RN,Greenfield,Ativo,2023-12-14 11:13:39,-5.219393,-37.289667
MRO0007,Mossoro-RN,Greenfield,Ativo,2023-12-15 11:27:42,-5.169339,-37.330694
MRO0018,Mossoro-RN,Greenfield,Ativo,2023-12-15 11:34:52,-5.1675,-37.364028
MRO0028,Mossoro-RN,Greenfield,Ativo,2023-12-19 12:39:23,-5.226208,-37.322789
MRO0009,Mossoro-RN,Greenfield,Ativo,2023-12-19 12:39:37,-5.17028,-37.34064
MRO0023,Mossoro-RN,Greenfield,Ativo,2023-12-19 12:39:40,-5.19916,-37.336456
MRO0008,Mossoro-RN,Greenfield,Ativo,2023-12-21 11:33:24,-5.161979,-37.337308
MRO0012,Mossoro-RN,Greenfield,Ativo,2023-12-22 12:04:53,-5.199597,-37.374285
MRO0004,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:05:58,-5.193039,-37.344475
MRO0005,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:01,-5.186772,-37.335981
MRO0006,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:05,-5.177198,-37.336221
MRO0010,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:06:09,-5.182603,-37.345941
MRO0011,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:12,-5.187723,-37.352301
MRO0013,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:06:16,-5.186385,-37.364436
MRO0015,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:23,-5.171937,-37.352918
MRO0017,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:06:30,-5.172474,-37.375102
MRO0022,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:38,-5.147256,-37.367639
MRO0024,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:06:41,-5.209354,-37.335931
MRO0026,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:45,-5.217433,-37.331683
MRO0029,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:52,-5.229667,-37.348778
MRO0030,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:06:56,-5.232528,-37.3345
MRO0032,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:07:00,-5.153217,-37.378567
MRO0034,Mossoro-RN,Rooftop,Ativo,2024-01-02 21:07:05,-5.20445,-37.320083
MRO0035,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:07:09,-5.195644,-37.310947
MRO0036,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:07:12,-5.207742,-37.300567
MRO0038,Mossoro-RN,Greenfield,Ativo,2024-01-02 21:07:16,-5.187887,-37.294501
JNE0035,Juazeiro do Norte-CE,Greenfield,Ativo,2024-01-08 18:07:12,-7.270082,-39.304741
MEU0001,Meruoca-CE,Greenfield,Ativo,2024-01-08 18:07:45,-3.542528,-40.451167
MUE0008,"Jubaia, Maranguape-CE",Greenfield,Cancelado,2024-01-08 18:08:02,-4.049283,-38.711631
MVA0006,"Patos, Morada Nova-CE",Greenfield,Cancelado,2024-01-08 18:08:20,-4.699992,-38.399866
NOE0001,Novo oriente-CE,Greenfield,Ativo,2024-01-08 18:08:30,-5.535832,-40.773202
NOE0002,Novo oriente-CE,Greenfield,Ativo,2024-01-08 18:08:35,-5.540732,-40.785945
MRO0025,Mossoro-RN,Greenfield,Ativo,2024-01-08 18:13:03,-5.217267,-37.342011
NTL0001,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:06,-5.744095,-35.207185
NTL0007,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:10,-5.750111,-35.246556
NTL0008,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:14,-5.757575,-35.243363
NTL0009,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:18,-5.750773,-35.255949
NTL0010,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:23,-5.742733,-35.250142
NTL0011,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:28,-5.75888,-35.25209
NTL0012,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:32,-5.760372,-35.260361
NTL0013,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:37,-5.767749,-35.255731
NTL0014,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:42,-5.764893,-35.275384
NTL0015,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:46,-5.758386,-35.284572
NTL0016,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:51,-5.758701,-35.271085
NTL0017,Natal-RN,Greenfield,Ativo,2024-01-08 18:13:55,-5.751404,-35.27592
NTL0018,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:00,-5.750969,-35.264722
NTL0019,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:04,-5.765658,-35.265235
NTL0020,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:08,-5.743267,-35.267608
NTL0021,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:13,-5.740461,-35.258058
NTL0022,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:17,-5.734356,-35.26809
NTL0023,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:21,-5.73942,-35.275794
NTL0024,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:27,-5.732347,-35.283211
NTL0026,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:32,-5.729747,-35.274353
NTL0027,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:37,-5.724008,-35.265706
NTL0028,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:41,-5.731208,-35.260079
NTL0029,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:45,-5.734519,-35.252246
NTL0030,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:50,-5.730417,-35.246972
NTL0031,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:54,-5.729469,-35.238774
NTL0032,Natal-RN,Greenfield,Ativo,2024-01-08 18:14:58,-5.723957,-35.244549
NTL0033,Natal-RN,Greenfield,Ativo,2024-01-08 18:15:02,-5.726041,-35.252832
NTL0034,Natal-RN,Greenfield,Ativo,2024-01-08 18:15:06,-5.770418,-35.200417
NTL0036,Natal-RN,Rooftop,Ativo,2024-01-08 18:15:10,-5.7778,-35.203169
NTL0038,Natal-RN,Greenfield,Ativo,2024-01-08 18:15:18,-5.790243,-35.191689
NTL0039,Natal-RN,Greenfield,Ativo,2024-01-08 18:15:23,-5.795353,-35.186891
MDX0002,"União, Madalena-CE",Greenfield,Cancelado,2024-01-17 12:49:57,-4.775714,-39.434302
PAF0012,Paulo Afonso-BA,Greenfield,Ativo,2024-01-31 11:21:31,-9.449478,-38.211965
PAF0006,Paulo Afonso-BA,Greenfield,Ativo,2024-02-02 11:48:05,-9.407441,-38.209424
PAF0010,Paulo Afonso-BA,Greenfield,Ativo,2024-02-02 11:59:05,-9.437972,-38.219472
PAF0001,Paulo Afonso-BA,Greenfield,Ativo,2024-02-02 12:06:41,-9.382357,-38.229224
PAF0011,Paulo Afonso-BA,Greenfield,Ativo,2024-02-02 12:08:57,-9.44914759658,-38.2240486145
PAF0013,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 17:49:59,-9.437126,-38.20602
PAF0003,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 18:45:02,-9.400028,-38.228694
PAF0004,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 18:45:05,-9.408167,-38.22125
PAF0007,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 18:45:13,-9.374811,-38.242416
PAF0008,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 18:45:16,-9.397193,-38.244808
PAF0009,Paulo Afonso-BA,Greenfield,Ativo,2024-02-14 18:45:20,-9.40384447662,-38.2370378004
NTL0063,Natal-RN,Greenfield,Ativo,2024-02-19 12:56:06,-5.826535,-35.216604
NTL0106,Natal-RN,Greenfield,Ativo,2024-02-19 13:07:51,-5.846827,-35.259981
NCZ0001,Nova Cruz-RN,Greenfield,Ativo,2024-02-22 14:16:44,-6.480243,-35.436237
MRO0021.1,Mossoró - RN,Greenfield,Ativo,2024-02-27 15:13:47,-5.143306,-37.354972
NTL0102,Natal-RN,Greenfield,Ativo,2024-02-28 19:02:10,-5.845501,-35.247526
NTL0077,Natal-RN,Greenfield,Ativo,2024-02-28 19:54:35,-5.832802,-35.230535
NTL0056,Natal-RN,Greenfield,Ativo,2024-03-01 18:00:29,-5.806362,-35.232916
JOA0001,Joao Camara-RN,Greenfield,Ativo,2024-03-13 11:42:54,-5.534894,-35.808491
JPA0007,João Pessoa-PB,Greenfield,Ativo,2024-03-13 12:47:19,-7.08569,-34.845724
NTL0054,Natal-RN,Greenfield,Ativo,2024-03-13 13:43:29,-5.79564,-35.243055
NTL0071,Natal-RN,Greenfield,Ativo,2024-03-13 13:45:40,-5.821779,-35.263834
LJE0001,Lajes-RN,Greenfield,Ativo,2024-03-14 13:31:29,-5.698311,-36.241287
JOA0002,Joao Camara-RN,Greenfield,Ativo,2024-03-15 11:04:29,-5.537002,-35.820312
NTL0074,Natal-RN,Greenfield,Ativo,2024-03-15 11:12:24,-5.831889,-35.250861
MCI0002,Macaiba-RN,Greenfield,Ativo,2024-03-20 13:02:45,-5.863571,-35.346476
MCI0004,Macaiba-RN,Greenfield,Ativo,2024-03-20 13:06:52,-5.847675,-35.363498
MCI0012,Macaiba-RN,Greenfield,Ativo,2024-03-20 13:08:59,-5.933284,-35.293507
NCZ0002,Nova Cruz-RN,Greenfield,Ativo,2024-03-20 15:42:35,-6.485892,-35.427538
NTL0068,Natal-RN,Greenfield,Ativo,2024-03-20 16:39:14,-5.816866,-35.247565
NTL0053,Natal-RN,Greenfield,Ativo,2024-03-20 16:43:16,-5.798946,-35.229311
NTL0093,Natal-RN,Greenfield,Ativo,2024-03-26 12:02:54,-5.870907,-35.182734
NTL0104,Natal-RN,Greenfield,Ativo,2024-03-26 12:08:30,-5.860868,-35.256697
NTL0105,Natal-RN,Greenfield,Ativo,2024-03-26 12:11:07,-5.850467,-35.265508
MCI0008,Macaiba-RN,Greenfield,Ativo,2024-03-26 12:42:47,-5.854259,-35.306848
MAI0001,Mari-PB,Greenfield,Ativo,2024-03-26 14:16:50,-7.051729,-35.320369
NTL0046,Natal-RN,Greenfield,Ativo,2024-03-26 16:43:17,-5.796353,-35.222893
NTL0069,Natal-RN,Greenfield,Ativo,2024-03-26 16:45:17,-5.819724,-35.240417
NTL0043,Natal-RN,Rooftop,Ativo,2024-03-26 19:03:46,-5.800256,-35.199551
MAI0002,Mari-PB,Greenfield,Ativo,2024-04-08 11:47:20,-7.062309,-35.317419
MME0004,Mamanguape-PB,Greenfield,Ativo,2024-04-08 12:07:53,-6.828429,-35.134832
NTL0047,Natal-RN,Greenfield,Ativo,2024-04-08 13:59:50,-5.802056,-35.212917
NTL0089,Natal-RN,Rooftop,Ativo,2024-04-08 14:04:40,-5.864202,-35.193037
MCI0010,Macaiba-RN,Greenfield,Ativo,2024-04-10 16:20:49,-5.9207,-35.297738
NTL0075,Natal-RN,Greenfield,Ativo,2024-04-10 16:46:37,-5.827189,-35.241698
MME0001,Mamanguape-PB,Greenfield,Ativo,2024-04-11 20:26:45,-6.845227,-35.137088
NTL0004,Natal-RN,Greenfield,Ativo,2024-04-16 12:39:00,-5.746437,-35.237492
NTL0005,Natal-RN,Greenfield,Ativo,2024-04-16 12:49:58,-5.735888,-35.232346
NTL0048,Natal-RN,Rooftop,Ativo,2024-04-16 12:54:12,-5.804967,-35.204668
NTL0060,Natal-RN,Rooftop,Ativo,2024-04-16 13:01:13,-5.81825,-35.204222
NTL0002,Natal-RN,Greenfield,Ativo,2024-04-22 14:26:46,-5.743572,-35.225559
NTL0078,Natal-RN,Rooftop,Ativo,2024-04-22 14:29:55,-5.834707,-35.223807
MCI0006,Macaiba-RN,Greenfield,Ativo,2024-04-24 10:18:23,-5.86192,-35.327627
PBL0002,Pombal-PB,Greenfield,Ativo,2024-04-26 17:12:52,-6.762392,-37.791494
MCI0009,Macaiba-RN,Greenfield,Ativo,2024-05-02 11:08:51,-5.851972,-35.283639
NTL0072,Natal-RN,Greenfield,Ativo,2024-05-02 11:16:09,-5.825933,-35.255386
MME0003,Mamanguape-PB,Greenfield,Ativo,2024-05-02 11:18:45,-6.828169,-35.123274
PBL0003,Pombal-PB,Greenfield,Ativo,2024-05-02 12:40:19,-6.782301,-37.802804
NTL0045,Natal-RN,Greenfield,Ativo,2024-05-14 17:17:08,-5.791572,-35.21197
NTL0051,Natal-RN,Greenfield,Ativo,2024-05-14 17:20:55,-5.809683,-35.217441
NTL0052,Natal-RN,Greenfield,Ativo,2024-05-14 17:26:23,-5.803642,-35.223362
NTL0061,Natal-RN,Greenfield,Ativo,2024-05-14 17:30:42,-5.82601,-35.199778
NTL0067,Natal-RN,Greenfield,Ativo,2024-05-14 17:33:56,-5.808457,-35.240929
NTL0055,Natal-RN,Greenfield,Ativo,2024-05-14 17:35:06,-5.800713,-35.236889
NTL0107,Natal-RN,Greenfield,Ativo,2024-05-14 17:49:14,-5.83799,-35.261166
NTL0108,Natal-RN,Greenfield,Ativo,2024-05-14 17:52:08,-5.842237,-35.275723
NTL0076,Natal-RN,Greenfield,Ativo,2024-05-14 17:55:09,-5.835331,-35.242786
NTL0066,Natal-RN,Greenfield,Ativo,2024-05-15 18:23:15,-5.813863,-35.235753
NTL0086,Natal-RN,Greenfield,Ativo,2024-05-17 19:28:56,-5.855295,-35.220676
MLT0001,Malta-PB,Greenfield,Ativo,2024-05-17 20:01:09,-6.903789,-37.52022
NTL0109,Natal-RN,Greenfield,Ativo,2024-05-20 13:13:42,-5.859045,-35.24186
NTL0070,Natal-RN,Greenfield,Ativo,2024-05-20 20:07:27,-5.826053,-35.232707
NTL0083,Natal-RN,Greenfield,Ativo,2024-05-20 20:09:26,-5.842709,-35.207836
MUM0004,Mucambo - CE,Greenfield,Planejado,2024-05-21 18:34:08,-3.926307,-40.803452
MDX0003,Madalena - CE,Rooftop,Planejado,2024-05-21 18:40:33,-4.759626,-39.483355
